tweet link,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1260433580544622592,"Are u people still eating bats , dogs , cats , insects , birds , snakes etc .. for inventing new chinese virus better than corona .",stigmatizing - low,Wet market and eating habits,,7
https://twitter.com/edent/status/1260409966751612933,"Sad to hear of many loved ones and frontline workers died because of Chinese virus, because of Chinese eating wild animals, because many wet markets with wild animals in China. Send all Chinese back to their wet markets and contain Chinese virus.",stigmatizing - low,Information or misinformation;International politics;Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1260461736441925634,Blaming the Chinese for eating bats and for their wet markets to be the reason for the Covid-19 outbreak is deemed racist but the atrocity the Chinese are doing to muslims living in China is not,stigmatizing - low,Chinse Uyghur Muslims;Information or misinformation;International politics,,7
https://twitter.com/edent/status/1260425831391932416,"Good for him! 
 

 Bryan Adams blames coronavirus on ‘bat eating, wet market animal selling’ Chinese URL",not stigmatizing,Information or misinformation,,7
https://twitter.com/edent/status/1260430759187316740,"Bryan Adams apologises after 'bat eating' coronavirus rant
 

 The Canadian singer-songwriter Bryan Adams has apologised after an outburst on Instagram where he attacked “bat eating, wet market animal selling, virus making greedy bastards” in China URL",not stigmatizing,Information or misinformation;International politics;News,,7
https://twitter.com/edent/status/1260517625496551424,"Trump: how dear a China woman ask me question concerning white Americans? This is the USA, not China. We do not eat dogs 🐕, cats 🐱, bats 🦇, monkeys 🐒 and snake, we just eat white female genitalia! He stated that he could not wear a mask because his orange tanned white skin. URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Donald Trump;Other;Wet market and eating habits,,8
https://twitter.com/edent/status/1260522923808317440,"Not allowed to speak out anymore in communist America? 
 

 Fuck You! 
 And fuck ALL Bat Eaters
 

 This ain’t China, we don’t pander to wealthy Chinese bat eaters 🖕
 

 #BryanAdams slammed for post blaming 'bat eating' people for coronavirus URL via",stigmatizing - high,COVID-19 cases and deaths statistics;Information or misinformation;Wet market and eating habits,,8
https://twitter.com/edent/status/1260538945210908672,"Canadian rock veteran #ByranAdams' blame on ""bat eating"" people, wet markets disappointed Asian fans who felt they were targeted, saying the irresponsible attack could cause unnecessary hurt amid #COVID19 pandemic fight. URL URL",not stigmatizing,News;Other;Wet market and eating habits,,8
https://twitter.com/edent/status/1260615198286716931,"I love it.
 

 After everyone in the west being all ""Look at China, these lying snivelling communists, they hid facts of the plague from us! [no they didn't]"" I can guarantee that exactly FUCKING NOONE will bat an eye at this.
 

 Wonderful world we built us here. URL",not stigmatizing,Chinese government (Chinese communist party - CCP);Information or misinformation;News,,8
https://twitter.com/edent/status/1260651005969969152,"Where is the racism? There are literally wet markets in China where people buy bat meat to consume. The coronavirus is linked to such wet markets in Wuhan, China. Those are facts. Adams didn't say ""I hate Asians"" or ""ban Chinese immigration"". THOSE would be racist statements.",stigmatizing - low,COVID-19 cases and deaths statistics;Information or misinformation;Other;Wet market and eating habits,,8
https://twitter.com/edent/status/1260814198138798083,I fully support Australia PM to claim the damages and sufferings in both loss of lives and shutdown of economy we endured as a result of the Communist Regime in China covering up at the outset of the Coronavirus outbreak in Wuhan. Truth saves lives and lies kill.,not stigmatizing,Chinese government (Chinese communist party - CCP);Information or misinformation;International politics;Wuhan virus lab,,8
https://twitter.com/edent/status/1260821394763337731,"Lying, threatening, covering the truth, stealing report... What's else? 
 

 Only Only wrongdoer is constantly haunted by fear of discovery. #ChinaLiedPeopleDied
 #CCPVirus
  URL",not stigmatizing,Chinese government (Chinese communist party - CCP);COVID-19 cases and deaths statistics;Information or misinformation,,8
https://twitter.com/edent/status/1260826977751236608,"#BryanAdams is right. It’s barbaric that the Chinese people eat bats, cats and dogs. No doubt! But I doubt that the #coronavirus came from the wet market. Everything is indicating that the Chinese made it in that #WuhanLab.",stigmatizing - medium,Anti-stigmatizing (talking against hate speech and racism);Information or misinformation;Wet market and eating habits;Wuhan virus lab,,8
https://twitter.com/edent/status/1260947159429582849,"YOU CHINA PEOPLE EAT SHIT! IF YOU DIDN'T EAT BATS, RATS, MICE, DOGS, CATS AND MONKEY BRAINS THE WHOLE WIDE WORLD WOULD NOT BE IN THIS SHIT! FUCK OFF CLOSE YOUR FUCKING DOG SHIT MARKETS!!!!!! YOU HAVE OUR BLOOD ON YOUR HANDS! FUCKERS! URL",stigmatizing - high,Information or misinformation;Wet market and eating habits,,8
https://twitter.com/edent/status/1260987607577530368,"5days later , the dog was served on the table ... 
 Chinese can anything be it meat or shit ... Proof is , China Oozed Virus in December 19 #covid19.
 Stop eating animals and save humanity ..",stigmatizing - high,Wet market and eating habits,,8
https://twitter.com/edent/status/1261199319534841856,"And Glorious communist People of China were eating these bacteria ; viruses carrying bat's from ages!!!
 

 Only this time
 The Whole World is paying its cost with suffering ; deaths! 😥
 

 If Batman was Real EVEN HE would've got infected by Corona Virus! 😪
 

 #Coronavirus #corona",stigmatizing - medium,Chinese government (Chinese communist party - CCP);COVID-19 cases and deaths statistics;International politics;Wet market and eating habits,,8
https://twitter.com/edent/status/1261236741588975617,The truth about hk: chinese communist part order HK government to diminish the freedom and human rights of HK. We are under the rule and tyranny which is expaning its evil hands to the world . Please #StandWithHongKong n support sanctions on #CCP URL,stigmatizing - low,Chinese government (Chinese communist party - CCP);International politics,Hong Kong,8
https://twitter.com/edent/status/1261244331899445248,Why Blaming COVID-19 On 'Bat Eating' And Wet Markets Is Racist And Inaccurate | HuffPost Canada Life URL #racism #bryanadams #oppression #china #covid19 #coronavirus,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,8
https://twitter.com/edent/status/1261263155784814592,"Huawei Is Electronic Arm Of Chinese Dictator Xi Jinping To Spy Hack Kill Occupy And Lie To Cover Up. World Needs Regime Change To Stop Covid19/Xi20, China Illegally Occupied Tibet, Northern India, South China Sea, Threatening Taiwan With Killer Forces And Bio-Virus Coronavirus.",stigmatizing - medium,Bio-weapon;Information or misinformation;International politics,Tibet; Northern India; South China Sea; Taiwan,8
https://twitter.com/edent/status/1261293700820369408,New Shocking Video Of Wet Markets Still Open Across Asia THE CHINESE COMMUNIST PARTY. ARE WAR CRIMINALS THAT CAN'T BE TRUSTED EVER THEY ARE LIEING TO AMERICA BIG TIME! URL via,stigmatizing - high,Chinese government (Chinese communist party - CCP);Information or misinformation;News;Wet market and eating habits,,8
https://twitter.com/edent/status/1261325221006503936,They're harvesting bats because forced collectivized agriculture by the Chinese Communist Party caused famine. Allowing wild animal meat was a way to prevent political unrest. A minority of regions in China really took to the practice. And now: mass death. URL,stigmatizing - low,Chinese government (Chinese communist party - CCP);Information or misinformation;International politics;Wet market and eating habits,,8
https://twitter.com/edent/status/1261286473439068163,"Whatever...but Chinese, Koreans, Thais have been having illegal wet markets since time unknown ; they have been eating weird things in even a weird way. Including bats, pongolins, snakes, dogs, etc. But why this #coronavirus breakout only now? Does it not raise serious doubts?",stigmatizing - medium,Information or misinformation;Wet market and eating habits,Implication of Wuhan-created virus,8
https://twitter.com/edent/status/1261668928633270273,"Thanks Joshua for the comprehensive thread of the alarming situation of Hong Kong. Obvious that Communist China is using the #coronavirus pandemic as a cover to further erode HK's democracy, freedom ; human rights. Hope global sanctions could be imposed asap to stop the tyranny.",stigmatizing - low,Chinese government (Chinese communist party - CCP);COVID-19 cases and deaths statistics;Information or misinformation,Hong Kong,8
https://twitter.com/edent/status/1261720137717211136,Covid19 is not from animals for sure. U know why? People in China were eating snakes n animals for ages. Nothing like this happened past 1000s of years may be. How come now? It's obviously a virus leak from lab. May be intentionally or unintentionally.,stigmatizing - low,COVID-19 cases and deaths statistics;Information or misinformation;Wet market and eating habits;Wuhan virus lab,,8
