tweet id,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1243158669526806529,"ONLY £1 with FREE P; P
 #Self #Isolation #Virus #Sticker #Sign #COVID #Vulnerable #Elderly #Distancing #selfisolation #SocialDistancinguk #SocialDistancing #covid19uk #covid19 #ukcovid19 #ukcoronavirus #coronavirusuk #coronavirus #uklockdown #ProtectEveryone
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239156558568787968,"Because sitting on a plane ..... with these people was “safe” ...
 

 You should have driven.... #ClimateHoax and all 🤷‍♀️🤷‍♀️
 

 AND
 

 “The Trump Administration isn’t doing enough”
 

 F u c k Y o u . URL",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1254215491884892163,Good overview of #Sweden's #COVID19 status. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250604864763162626,Same.... URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242096934480994306,"With no cash coming in, a quarter of local businesses will likely not make April’s rent, and half won’t make May’s. We need a Main Street bail out plan before it's too late. URL #covid19 #coronavirus #cdnpoli",unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1237787215582855170,Who didn’t see this coming a second after the original announcement? URL URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242770736823050240,"Be the proud Americans who stays home unti the #coronavirus is wrangled down by our amazing healthcare workers. 
 

 #coronavirus #COVID19 #COVID2019 #pandemic",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248457812633501697,Read and RT URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248677995423903745,How #Facebook and #Google are helping the #CDC forecast #coronavirus | MIT Technology Review URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246515627285778435,You go on to make stupid statements about ventilators.Who told you that #Covid19 attacks the brain?Little wanker!,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1254397759580495872,Very useful URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1235953525412122630,We still don’t know the extent of the spread in the U.S. because testing is still not being adequately done. Take all needed precautions at this time. #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238516564464410625,That increased quickly URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246050205729984512,"Pictures from Gurudwara Bangla Sahib!!
 

 “Sikhs” - One community that never fails to outdo themselves. Wherever and whenever in the world there has been any duress, Sikhs come out to support selflessly. 
 

 #coronavirus #covid #sikh #sikhism #religion URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244769983080480768,Yayyyyyyyy some progress trying to get in URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237195649927479296,Very concerned about this and the misinformation being spread. This is very insightful of what is happening in Italy’s hospitals. URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1241289515291025408,"May Allah grant us the ability to be consistent with the #DailyAdhkār.
 

 May He make us amongst those who remember Him frequently, enable us to live our lives in ‘ubūdiyyah (servitude) to Him and protect us from the trials ;  tribulations of this world ;  the Hereafter.
 #coronavirus",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250470926619152385,"Someone should've told 
 

 or did he just ignore it like everything else including all Canadians URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239857277676318720,"As the poor farmers and consumers are primarily affected by the present government measures, price control on rice products is a must and urgent. Amihan demanded to pull down the price of commercial rice to P25 per kilo ;  make it accessible to poor sectors. #COVID19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252680124690042881,This is what leadership sounds like URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250482783769804800,"BREAKING: Extends Stay at Home Order and Closure of Non-Essential Businesses in #WashingtonDC Through May 15. Face masks required for: hotel workers, guests, and visitors;  taxis, ride shares, private transportation providers;  food sellers #coronavirus",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1242220624153477121,"It's Monday ;  So,its time for 's Monday Musings. The focus is on how leagues can figure out financial impact of #COVID19. It also talks about #PL's dubious plan of finishing the season, ;  why we should go easy on player's returning home. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250853483353460741,"☠️✨One Piece: #Luffy ☠️✨
 (made with #Picollage and #PitzMaker) 
 

 I really like how Luffy turn out! Kinda like his vibe. 
 Also each character has ! 
 #COVID19 gear!
 

 #FreeAnimeAlliance #Anitwitter URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243879762071883776,"More great digital leadership from Great blog, URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240760600508186626,"These doctors are letting you know that the #Coronavirus is not a joke - in case you were still wondering... 😔Over 10,000 deaths have been confirmed worldwide so far. #Doctors #Corona #TikTok URL",unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1238569696334667776,Day 1 of #Louisiana #COVID19 Crisis: #thehappening where everyone is hysteric and buys every pack of #ToiletPaper #ToiletPaperApocalypse,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1254960439156453377,"He's an idiot, plan and simple! Heaven help you guys if he gets re-elected again! URL",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1252854269658583042,Proud to be part of #IBM and see the way we look after our people and help our clients to navigate these unprecedented times #StaySafeStayHome I pledge. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239233646055297027,"As per the latest update #Coronavirus cases in #Qatar increased by 64 making the total number of confirmed cases 401.
 #COVIDー19 #COVID19 #MOPH URL",unknown/irrelevant,COVID-19 cases and deaths statistics; Information or misinformation,,17
https://twitter.com/edent/status/1242989437073555456,will you follow? URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242968407475138561,"This new normal is not at all normal.
 #coronavirus #StayHome #Quarantine",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250234558072737792,The latest Nerdly - Tech Stuff! URL Thanks to #covid19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238511147990605824,"Bolsanaro visited Trump last weekend. Bolsanaro's press officer, who was with him ;  stood next to Trump on a pix, has tested positive for #COVID19;  Bolsanaro tested negative today, acc. to B'son. But Trump isn't concerned so, nth to worry about! URL",unknown/irrelevant,Donald Trump; Information or misinformation,,17
https://twitter.com/edent/status/1250547057334652930,Unbelievable - words fail #COVID19 #NHS # URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239671745130319872,"🖋 Support Cheryl by signing “Require ;  Enforce Social Distancing” and I’ll deliver a copy to your officials too: URL
 

 📨 Last delivered to Representative Illg and Senator Talbot #LApol #COVID19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252110640833007618,"Who, if serious about a topic, goes to a protest dressed like they want to be on Let's Make A Deal?
 

 Not serious people, that's who. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238234312635342848,the capital city of my country is on LOCKDOWN because of #coronavirus. classes are suspended for almost a month. major events such as concerts are either gonna be postponed or cancelled. life is a shtshow right now.,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1240734277324734471,Thank you so much Bob! It was a great chat! #Marketing #SocialMediaMarketing #coronavirus,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237018142049779722,"Note. 
 The best time is *before* cases. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237482510222794752,"It's amazing its only been a week since the Westchester County man was discovered to be positive for #coronavirus. 
 

 And now....we're using the phrase ""containment zone."" 
 

 URL
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249502764012429312,"🖋 Support Gabriela by signing “Support the USPS!” and I’ll deliver a copy to your officials too: URL
 

 📨 Last delivered to  and #FL26 #sayfie #flapol #COVID19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244935430203756544,"If you have any questions about how our service can help you, call us on 01709 718 720, we are here to help! #Rotherham #COVID19 #Health #Wellbeing",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248912730884636672,"Well played #Pinterest 
 #coronavirus und #Klopapier URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247533009626005506,A Mother Terrified for Her Son in a Los Angeles Juvenile Jail During the Pandemic #covid19 #juvenilejustice URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1238230369507278848,"Waiting for the official confirmation or announcement that in #Seoul to be postponed or not due to #CoronaVirus. If it’s true, I’ll recommend to reconsider your travel plan to see K-POP events related to this racing competition.",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246536299370201090,"The General Director is a known Ethiopian Terrorist and although has a degree, is NOT a medical doctor. Corrupt Organization! URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241986546976190464,2019’s holiday in Cambodia. Will never forget it. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235070410208641025,"Do you want a story on this? 
 

 URL
 

 #coronavirusindia #CoronavirusReachesDelhi #CoronaOutbreak #CoronaVirusUpdate #WednesdayThoughts #WednesdayWisdom #WednesdayMotivation #wednesdaymorning #Corona #CoronaAlert URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235949642929410049,#BC “annual influenza surveillance program...begun testing people for #COVID19 and the flu at the same time” #coronavirus URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1235746158171037697,The latest Pedram's News Daily! URL Thanks to  #covid19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237164688812711936,Did Trump just prescribe a Z-Pack for a virus and hope it would just go away? I see this trick all the time. #Trumpdemic #COVID19 #vitaminZ,unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1242992393705660416,"the Rona'
 

 From the people who gave us 'Bennifer'.
 

 #COVID19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241866584051929095,"I was indoor all through today.
 Yet to take my bath and its 00:16 am the next day
 

 Should I sleep like this?
 

 Cc
 #COVIDIOTS #COVID19 #StayHome",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244323879503278080,What happens to you? URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246483486455640064,This girl knows classy shade. 👇 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239345207591579648,SMDH - meanwhile the Combover Caligula makes a guest appearance at the presser today and is excited to tell us about the fed dropping the rate. The look on the faces of the Public Health Admin members was priceless and tragic. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241221889726599169,"Stay home. Save lives!
 #Covid_19 #CoronavirusPandemic #CoronaVirusitaly #CoronavirusChile #covid19chile #QuedateEnCasa
 

  URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244390314510389248,"New Study Shows How #Coronavirus Crisis has Devastated #Florida’s Tourism Industry:
 URL
 #coronavirus #Tourism URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1253377139828592640,"Every other comment on this FB live of #COVID19 announcement is some variation on: ""Where did YOU get YOUR haircut, Brad Little?""",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240455355928326146,So all those Americans who don't own cars will walk or cycle to the #coronavirus test sites? Or go on horseback?,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244506529874804739,"Breaking News
 Finaly, Ethiopia got the ""cure"" for COVID19 Virus. Health minster Dr. Lia Tadesse ;  Innovation Minster Dr. Abreham both confirmed that the medicine passed all the clinical test. Be relax the world It is over.The ethiopian gov't has a ""cure"" 
 URL",unknown/irrelevant,News,,17
